,Title,Subtitle,Composer,Orig. composer,Source,Document,Volume,Date,Page,Editor,Encoder,Arranger,Intabulator,Contributor,Concordances,Piece,Section,Type,Key,Difficulty,Ensemble,Part,Remarks,Recording,Facsimile,Fronimo,PDF,Midi,Created,Modified,composer,date_of_birth,birth_town,birth_country,date_of_death,death_town,death_country,nationality,lyrics,language,text_length,sadness,fear,anger,neutral,disgust,joy,surprise
283,14. Down in a valley,,Michael Cavendish,,Michael Cavendish,14 Ayres in tablatorie,,1598,#14,Sarge Gerbode,Sarge Gerbode,,,,,Down in a valley,,lute song,FM,2.0,"6-course, soprano",score,,,,https://lutemusic.org/composers/Cavendish/songs/14_down_in_a_valley/down_in_a_valley.ft3,https://lutemusic.org/composers/Cavendish/songs/14_down_in_a_valley/pdf/down_in_a_valley.pdf,https://lutemusic.org/composers/Cavendish/songs/14_down_in_a_valley/midi/down_in_a_valley.mid,1573937412,1586042065,Michael Cavendish,1565.0,,England,1628.0,London,,England,"Down in a valley, down in a valley, Shady vales are pleasant ports, for merry, merry, merry, merry, merry lads' meet resorts. Such was our hap to catch a swain (Oh) happy the valley (oh) happy the valley With flow'rs to spangle Flora's train, Nor did we dally, His flowr's we took all died in grain. (Oh) died was the valley, Shady vales are pleasant ports For merry, merry, merry, merry, merry lads' meet resorts. Such was our hap to catch a swain (Oh) happy the valley (oh) happy the valley With flow'rs to spangle Flora's train, Nor did we dally, His flowr's we took all died in grain. (Oh) died was the valley, Shady vales are pleasant ports For merry, merry, merry, merry, merry lads' meet resorts. ",en,704,0.015009057708084583,0.0013225566362962127,0.003361031413078308,0.006494519766420126,0.001859057229012251,0.9702843427658081,0.001669376390054822
295,1. Oft thou hast,,John Coprario,,John Coprario,Funeral Teares,,1606,#1,Sarge Gerbode,Sarge Gerbode,,,,,1. Oft thou hast,,lute song,CM,3.0,"6-course, bass viol, alto, soprano",score,,,,https://lutemusic.org/composers/Coprario/funeral_tears/01_oft_thou_hast/01_oft_thou_hast_S.ft3,https://lutemusic.org/composers/Coprario/funeral_tears/01_oft_thou_hast/pdf/01_oft_thou_hast_S.pdf,https://lutemusic.org/composers/Coprario/funeral_tears/01_oft_thou_hast/midi/01_oft_thou_hast_S.mid,1573937412,1586042065,John Coprario,1575.0,,England,1626.0,London,England,England,"Oft Oft thou then hast with hast greedwith y greedear, with greedy y ear, ear, drunk drunk my my notes notes and words and words of of pleapleasure, sure, in in afaffecfection's tion's eequal qual meameasure; sure, now now my songs, my now my songs songs of sorof row, sorsorrow row hear. hear. Since Since from from thee thee my my griefs griefs do do grow, grow, whom whom aalive live I I priz'd priz'd so so dear: dear: The The more more my my joy, joy, the the more more my my joy, joy, the the more, more my woe, the the more more my my woe. woe. The The more more my my joy, joy, the the more more my my joy, joy, the the more, more my woe, the the more more my my woe. woe. ",en,681,0.970633864402771,0.004612271208316088,0.010830303654074669,0.004761325195431709,0.001358194393105805,0.005676659755408764,0.002127428539097309
298,2. O sweet flower,,John Coprario,,John Coprario,Funeral Teares,,1606,#2,Sarge Gerbode,Sarge Gerbode,,,,,2. O sweet flower,,lute song,CM,3.0,"6-course, bass viol, alto, soprano",score,,,,https://lutemusic.org/composers/Coprario/funeral_tears/02_o_sweet_flower/02_o_sweet_flower_S.ft3,https://lutemusic.org/composers/Coprario/funeral_tears/02_o_sweet_flower/pdf/02_o_sweet_flower_S.pdf,https://lutemusic.org/composers/Coprario/funeral_tears/02_o_sweet_flower/midi/02_o_sweet_flower_S.mid,1573937412,1586042065,John Coprario,1575.0,,England,1626.0,London,England,England,"O sweet O flow'r, sweet flow'r, O sweet O flow'r, sweet flow'r, too too quickquickly ly fadfading, ing, like like a a winwinter ter's sunsunshine shine day: day: Poor pilPoor grim tir'd, pilgrim poor tir'd pilgrim tir'd in in the midthe midway, way, like like the earth the itearth self, itself half itshadself half shading. ing. So thy So picture, thy so picthy ture picshows ture shows to to me, me but  ononly ly the the one one half half of of thee. thee. So thy So picture, thy so picthy ture picshows ture shows to to me, me but  ononly ly the the one one half half of of thee. thee. ",en,590,0.7706286907196045,0.04592354968190193,0.07613691687583923,0.039522621780633926,0.0029670768417418003,0.0477369949221611,0.017084164544939995
301,3. O the unsure hopes,,John Coprario,,John Coprario,Funeral Teares,,1606,#3,Sarge Gerbode,Sarge Gerbode,,,,,3. O the unsure hopes,,lute song,CM,2.0,"6-course, bass viol, alto, soprano",score,,,,https://lutemusic.org/composers/Coprario/funeral_tears/03_o_the_unsure_hopes/03_o_the_unsure_hopes_S.ft3,https://lutemusic.org/composers/Coprario/funeral_tears/03_o_the_unsure_hopes/pdf/03_o_the_unsure_hopes_S.pdf,https://lutemusic.org/composers/Coprario/funeral_tears/03_o_the_unsure_hopes/midi/03_o_the_unsure_hopes_S.mid,1573937412,1586042065,John Coprario,1575.0,,England,1626.0,London,England,England,"O O, O the th'ununsure sure hopes hopes of of men! men! The The britbrittle tle state, state, the the vain vain concontententions tions that that ununluckily, luckily, oft oft in in midst midst of of the the race, race, oft in midst oft in of the midst race of fall the race rufall ruininate. ate. And And in in their their course long course olong verowhelmvered whelmed be, be, and and swalswallow'd low'd up ere up they, ere they ere they the the port port could could see. see. And And in in their their course long course olong verowhelmvered whelmed be, be, and and swalswallow'd low'd up ere up they, ere they ere they the the port port could could see. see. ",en,666,0.33707568049430847,0.11308460682630539,0.10205189883708954,0.1657336950302124,0.00844558048993349,0.12067059427499771,0.15293802320957184
304,4. In darkness let me dwell,,John Coprario,,John Coprario,Funeral Teares,,1606,#4,Sarge Gerbode,Sarge Gerbode,,,,,4. In darkness let me dwell,,lute song,Am,3.0,"6-course, bass viol, alto, soprano",score,,,,https://lutemusic.org/composers/Coprario/funeral_tears/04_in_darkness_let_me_dwell/04_in_darkness_let_me_dwell_S.ft3,https://lutemusic.org/composers/Coprario/funeral_tears/04_in_darkness_let_me_dwell/pdf/04_in_darkness_let_me_dwell_S.pdf,https://lutemusic.org/composers/Coprario/funeral_tears/04_in_darkness_let_me_dwell/midi/04_in_darkness_let_me_dwell_S.mid,1573937412,1586042065,John Coprario,1575.0,,England,1626.0,London,England,England,"In In dark darkness ness let let me me dwell; dwell; the the ground ground, shall the sorground row,  sorshall row sorrow be, be, the the roof roof dedespair, spair, to to bar bar all all cheercheerful ful light light from from me; me, from me; the the walls walls of of marmar  ble  black, ble that black moistthat 'ned moiststill 'ned shall still shall weep; weep; my my music, music, my hellmusic, ish jarhellring ish, jarsounds, ring to sounds, bato nish bafriendnish friendly ly sleep. sleep. Thus, Thus, wedwedded to ded my to my  woes, woes, and bedded and to my tomb, bedand ded to bedded my to my tomb, tomb, O O let me let dyme, ing live, O O let me dylet me ing dylive, ing live, dying O live, O let me let dyme ing live, dying live, till till death death doth doth come, come, till death till do death come. doth come. Thus, Thus, wedwedded to ded my to my  woes, woes, and bedded and to my tomb, bedand ded to bedded my to my tomb, tomb, O O let me let dyme, ing live, O O let me dylet me ing dylive, ing live, dying O live, O let me let dyme ing live, dying live, till till death death doth doth come, come, till death till do death come. doth come. ",en,1164,0.9464401006698608,0.002452530199661851,0.0021474675741046667,0.01437782309949398,0.0016501792706549168,0.029176684096455574,0.003755290526896715
307,5. My joy is dead,,John Coprario,,John Coprario,Funeral Teares,,1606,#5,Sarge Gerbode,Sarge Gerbode,,,,,5. My joy is dead,,lute song,Gm,3.0,"6-course, bass viol, alto, soprano",score,,,,https://lutemusic.org/composers/Coprario/funeral_tears/05_my_joy_is_dead/05_my_joy_is_dead_S.ft3,https://lutemusic.org/composers/Coprario/funeral_tears/05_my_joy_is_dead/pdf/05_my_joy_is_dead_S.pdf,https://lutemusic.org/composers/Coprario/funeral_tears/05_my_joy_is_dead/midi/05_my_joy_is_dead_S.mid,1573937412,1586042065,John Coprario,1575.0,,England,1626.0,London,England,England,"My My joy is dead, joy is is dead dead and and cancannot not be be rereviv'd; viv'd; fled fled is is my my joy joy and and nenever ver may may rereturn; turn; both both of of my my joy joy and and of of mymyself self dedepriv'd, priv'd, far far from from all all joy joy I sing, I and sing, singand sing ing ing mourn. mourn. O O let no let tenno ten der  der heart, heart, O O let let no no tender tenheart or der heart gentle ear, or or gengentle tle ear ear parpartake take my my paspassisions ons or or my my plainplainings ings hear. hear. O O let no let tenno ten der  der heart, heart, O O let let no no tender tenheart or der heart gentle ear, or or gengentle tle ear ear parpartake take my my paspassisions ons or or my my plainplainings ings hear. hear. ",en,764,0.9825448393821716,0.001201704959385097,0.002814670093357563,0.0025126722175627947,0.0007937014452181756,0.008219084702432156,0.0019134179456159472
310,6. Deceitful fancy,,John Coprario,,John Coprario,Funeral Teares,,1606,#6,Sarge Gerbode,Sarge Gerbode,,,,,6. Deceitful fancy,,lute song,Gm,3.0,"6-course, bass viol, alto, soprano",score,,,,https://lutemusic.org/composers/Coprario/funeral_tears/06_deceitful_fancy/06_deceitful_fancy_S.ft3,https://lutemusic.org/composers/Coprario/funeral_tears/06_deceitful_fancy/pdf/06_deceitful_fancy_S.pdf,https://lutemusic.org/composers/Coprario/funeral_tears/06_deceitful_fancy/midi/06_deceitful_fancy_S.mid,1573937412,1586042065,John Coprario,1575.0,,England,1626.0,London,England,England,"DeDeceitful fanceitcy, ful fancy, dedeceitful fanceitcy, ful fancy, why why dedelud'st thou lud'st thou me, me, the the dead dead aalive live prepresentsent ing? ing? My My joy's joy's fair fair imimage age carv'd carv'd in in shades shades I I see: see: O O false, false, O O false false yet yet sweet sweet concontenttenting! ing! Why Why art art not not thou thou a a subsubstance stance like like to to me, me, or I or I a a shade shade to to vanvanish ish hence hence with with thee? thee? Why Why art art not not thou thou a a subsubstance stance like like to to me, me, or I or I a a shade shade to to vanvanish ish hence hence with with thee? thee? ",en,657,0.03481819108128548,0.31906604766845703,0.3403865694999695,0.09329673647880554,0.02412588708102703,0.09396291524171829,0.09434360265731812
313,7. Foe of mankind,A dialogue,John Coprario,,John Coprario,Funeral Teares,,1606,#7,Sarge Gerbode,Sarge Gerbode,,,,,7. Foe of mankind,,lute song,Gm,3.0,"6-course, bass viol, tenor, soprano",score,,,,https://lutemusic.org/composers/Coprario/funeral_tears/07_foe_of_mankind/07_foe_of_mankind_S.ft3,https://lutemusic.org/composers/Coprario/funeral_tears/07_foe_of_mankind/pdf/07_foe_of_mankind_S.pdf,https://lutemusic.org/composers/Coprario/funeral_tears/07_foe_of_mankind/midi/07_foe_of_mankind_S.mid,1573937412,1586042065,John Coprario,1575.0,,England,1626.0,London,England,England,"Foe of mankind, why murd'rest thou my love? Forbear! He lives! Oh where? Oh where? In heav'n above. Poor wretched life that only lives in name! Man is not flesh but soul; All life is fame. That is true fame, that is true fame which living men enjoy; That is true life, that is true life which death cannot destroy. Love ever, Live elive ver, ever live through ethy merver itthrough ed thy remeritnown, ed rerenown, nown, fair spirit, fair shinspiing, rit, shinfair ing, spirit, shining fair in spirit, shinthy ing starin ry crown, thy thy starstarry ry crown, crown, Love ever, Live elive ver, ever live through ethy merver itthrough ed thy remeritnown, ed rerenown, nown, fair spirit, fair shinspiing, rit, shinfair ing, spirit, shining fair in spirit, shinthy ing starin ry crown, thy thy starstarry ry crown. crown. ",en,819,0.5814489722251892,0.1120813637971878,0.18546760082244873,0.02725820057094097,0.07003079354763031,0.009657984599471092,0.014055011793971062
337,"Go, happy man",,John Coprario,,John Coprario,The masque of squires,,1614,#1,Sarge Gerbode,Sarge Gerbode,,,,,"Go, happy man",,lute song,Gm,2.0,"bass viol, 6-course, soprano",score,,,,https://lutemusic.org/composers/Coprario/the_masque_of_squires/01_go_happy_man/01_go_happy_man_S.ft3,https://lutemusic.org/composers/Coprario/the_masque_of_squires/01_go_happy_man/pdf/01_go_happy_man_S.pdf,https://lutemusic.org/composers/Coprario/the_masque_of_squires/01_go_happy_man/midi/01_go_happy_man_S.mid,1573937412,1586042065,John Coprario,1575.0,,England,1626.0,London,England,England,"Go, happy man, like th'evening star, whose beams to bridegrooms welcome are; may neither hag nor fiend withstand, the pow'r of thy victorious hand. Go, happy man, like th'evening star, whose beams to bridegrooms welcome are; may neither hag nor fiend withstand, the pow'r of thy victorious hand. Th'uncharmed knights surrender now, by virtue of thy raised bough. Th'uncharmed knights surrender now, by virtue of thy raised bough. ",en,430,0.024916205555200577,0.005828681867569685,0.02342037670314312,0.09495776891708374,0.006393681280314922,0.8423830270767212,0.0021003074944019318
340,While dancing rests,,John Coprario,,John Coprario,The masque of squires,,1614,#2,Sarge Gerbode,Sarge Gerbode,,,,,While dancing rests,,lute song,Gm,2.0,"bass viol, 6-course, soprano",score,,,,https://lutemusic.org/composers/Coprario/the_masque_of_squires/02_while_dancing_rests/02_while_dancing_rests_S.ft3,https://lutemusic.org/composers/Coprario/the_masque_of_squires/02_while_dancing_rests/pdf/02_while_dancing_rests_S.pdf,https://lutemusic.org/composers/Coprario/the_masque_of_squires/02_while_dancing_rests/midi/02_while_dancing_rests_S.mid,1573937412,1586042065,John Coprario,1575.0,,England,1626.0,London,England,England,"While dancing rests, fit place to music granting, good spells the Fates shall breathe, all envy daunting, kind cares with joy enchanting. Io                                   ",en,175,0.07937802374362946,0.11935244500637054,0.051512666046619415,0.033571548759937286,0.005858154501765966,0.6898953914642334,0.020431656390428543
343,"Come ashore, merry mates",,John Coprario,,John Coprario,The masque of squires,,1614,#3,Sarge Gerbode,Sarge Gerbode,,,,,"Come ashore, merry mates",,lute song,FM,2.0,"bass viol, 7-course, soprano",score,,,,https://lutemusic.org/composers/Coprario/the_masque_of_squires/03_come_ashore_merry_mates/03_come_ashore_merry_mates_S.ft3,https://lutemusic.org/composers/Coprario/the_masque_of_squires/03_come_ashore_merry_mates/pdf/03_come_ashore_merry_mates_S.pdf,https://lutemusic.org/composers/Coprario/the_masque_of_squires/03_come_ashore_merry_mates/midi/03_come_ashore_merry_mates_S.mid,1573937412,1586042065,John Coprario,1575.0,,England,1626.0,London,England,England,"Came ashore, come merry mates, with your nimble heels and pates; summon evv'ry man his knight; enough honour'd is this night. Came ashore, come merry mates, with your nimble heels and pates; summon evv'ry man his knight; enough honour'd is this night. Now let your sea born goddess come, quench these lights and make all dumb; some sleep,  others let  her call, and so good night, good night to all, good night, good night, good night, good night to all. Now let your sea born goddess come, quench these lights and make all dumb; some sleep,  others let  her call, and so good night, good night to all, good night, good night, good night, good night to all. ",en,658,0.03494487330317497,0.09347698837518692,0.20693343877792358,0.23619839549064636,0.06684846431016922,0.3584325909614563,0.0031651556491851807
346,Send home my long-strayed eyes,Poem by John Donne,John Coprario,,John Coprario,Sounce unknown,,1610,#4,Sarge Gerbode,Sarge Gerbode,,,,,Send home my long-strayed eyes,,lute song,Gm,2.0,"7-course, soprano",score,,,,https://lutemusic.org/composers/Coprario/the_masque_of_squires/04_send_home_my_long-strayed_eyes/04_send_home_my_long-strayed_eyes.ft3,https://lutemusic.org/composers/Coprario/the_masque_of_squires/04_send_home_my_long-strayed_eyes/pdf/04_send_home_my_long-strayed_eyes.pdf,https://lutemusic.org/composers/Coprario/the_masque_of_squires/04_send_home_my_long-strayed_eyes/midi/04_send_home_my_long-strayed_eyes.mid,1573937412,1586042065,John Coprario,1575.0,,England,1626.0,London,England,England,"Send home my longstray'd eyes to me, which (Oh!), which (Oh!) too long have dwelt on thee; and if they there have learn'd such ill, such false fashions, and forc'd passions, that they be made by thee fit for no good sight, keep them still. ",en,240,0.09331835061311722,0.5339866280555725,0.18944001197814941,0.056995805352926254,0.10730011016130447,0.007970191538333893,0.01098887249827385
